event_type,face,statement,end_time,duration
show_statement,white_neutral_faces/CFD-WM-217-070-N.jpg,I enjoy the sound of the crowd cheering.,195,6
jitter,,,198,3
show_grid,white_neutral_faces/CFD-WM-217-070-N.jpg,I enjoy the sound of the crowd cheering.,204,6
jitter,,,208,4
show_statement,white_neutral_faces/CFD-WM-026-001-N.jpg,I hate the feeling of sand in my shoes.,214,6
jitter,,,216,2
show_grid,white_neutral_faces/CFD-WM-026-001-N.jpg,I hate the feeling of sand in my shoes.,222,6
jitter,,,225,3
show_statement,white_neutral_faces/CFD-WM-026-001-N.jpg,I love knitting or crocheting.,231,6
jitter,,,233,2
show_grid,white_neutral_faces/CFD-WM-026-001-N.jpg,I love knitting or crocheting.,239,6
jitter,,,243,4
show_statement,white_neutral_faces/CFD-WF-023-003-N.jpg,I hate the feeling of losing a game.,249,6
jitter,,,253,4
show_grid,white_neutral_faces/CFD-WF-023-003-N.jpg,I hate the feeling of losing a game.,259,6
jitter,,,260,1
show_statement,white_neutral_faces/CFD-WM-026-001-N.jpg,I like quieter activities.,266,6
jitter,,,270,4
show_grid,white_neutral_faces/CFD-WM-026-001-N.jpg,I like quieter activities.,276,6
jitter,,,280,4
show_statement,white_neutral_faces/CFD-WM-039-018-N.jpg,I like surfing on large waves.,286,6
jitter,,,287,1
show_grid,white_neutral_faces/CFD-WM-039-018-N.jpg,I like surfing on large waves.,293,6
jitter,,,294,1
show_statement,white_neutral_faces/CFD-WF-224-099-N.jpg,I don't being sore after exercising.,300,6
jitter,,,303,3
show_grid,white_neutral_faces/CFD-WF-224-099-N.jpg,I don't being sore after exercising.,309,6
jitter,,,311,2
show_statement,white_neutral_faces/CFD-WF-007-001-N.jpg,I love the feeling of peace that comes with being in nature.,317,6
jitter,,,318,1
show_grid,white_neutral_faces/CFD-WF-007-001-N.jpg,I love the feeling of peace that comes with being in nature.,324,6
jitter,,,326,2
show_statement,white_neutral_faces/CFD-WM-202-107-N.jpg,I am worried about being lost in nature.,332,6
jitter,,,334,2
show_grid,white_neutral_faces/CFD-WM-202-107-N.jpg,I am worried about being lost in nature.,340,6
jitter,,,343,3
show_statement,white_neutral_faces/CFD-WF-023-003-N.jpg,I like it when it's a team sport.,349,6
jitter,,,351,2
show_grid,white_neutral_faces/CFD-WF-023-003-N.jpg,I like it when it's a team sport.,357,6
jitter,,,361,4
show_statement,white_neutral_faces/CFD-WM-217-070-N.jpg,I love the feeling of accomplishment after finishing a race.,367,6
jitter,,,371,4
show_grid,white_neutral_faces/CFD-WM-217-070-N.jpg,I love the feeling of accomplishment after finishing a race.,377,6
jitter,,,378,1
show_statement,white_neutral_faces/CFD-WM-039-018-N.jpg,I love the feeling of scoring a goal.,384,6
jitter,,,386,2
show_grid,white_neutral_faces/CFD-WM-039-018-N.jpg,I love the feeling of scoring a goal.,392,6
jitter,,,394,2
show_statement,white_neutral_faces/CFD-WM-202-107-N.jpg,I love completing marathons.,400,6
jitter,,,401,1
show_grid,white_neutral_faces/CFD-WM-202-107-N.jpg,I love completing marathons.,407,6
jitter,,,408,1
