event_type,face,statement,end_time,duration
show_statement,white_neutral_faces/CFD-WF-007-001-N.jpg,I love completing marathons.,289,6
jitter,,,290,1
show_grid,white_neutral_faces/CFD-WF-007-001-N.jpg,I love completing marathons.,296,6
jitter,,,300,4
show_statement,white_neutral_faces/CFD-WM-026-001-N.jpg,I don't like getting blisters.,306,6
jitter,,,310,4
show_grid,white_neutral_faces/CFD-WM-026-001-N.jpg,I don't like getting blisters.,316,6
jitter,,,317,1
show_statement,white_neutral_faces/CFD-WM-039-018-N.jpg,I enjoy sailing in the bay.,323,6
jitter,,,327,4
show_grid,white_neutral_faces/CFD-WM-039-018-N.jpg,I enjoy sailing in the bay.,333,6
jitter,,,334,1
show_statement,white_neutral_faces/CFD-WM-026-001-N.jpg,I prefer playing basketball to football.,340,6
jitter,,,342,2
show_grid,white_neutral_faces/CFD-WM-026-001-N.jpg,I prefer playing basketball to football.,348,6
jitter,,,351,3
show_statement,white_neutral_faces/CFD-WF-028-023-N.jpg,I love the feeling of scoring a goal.,357,6
jitter,,,361,4
show_grid,white_neutral_faces/CFD-WF-028-023-N.jpg,I love the feeling of scoring a goal.,367,6
jitter,,,369,2
show_statement,white_neutral_faces/CFD-WM-039-018-N.jpg,I like quieter activities.,375,6
jitter,,,377,2
show_grid,white_neutral_faces/CFD-WM-039-018-N.jpg,I like quieter activities.,383,6
jitter,,,384,1
show_statement,white_neutral_faces/CFD-WF-028-023-N.jpg,I am worried about being lost in nature.,390,6
jitter,,,391,1
show_grid,white_neutral_faces/CFD-WF-028-023-N.jpg,I am worried about being lost in nature.,397,6
jitter,,,408,11
