event_type,face,statement,end_time,duration
show_statement,white_neutral_faces/CFD-WF-201-156-N.jpg,I love the sound of waves crashing on the shore.,332,6
jitter,,,334,2
show_grid,white_neutral_faces/CFD-WF-201-156-N.jpg,I love the sound of waves crashing on the shore.,340,6
jitter,,,341,1
show_statement,white_neutral_faces/CFD-WM-041-021-N.jpg,I don't like when it sleets.,347,6
jitter,,,350,3
show_grid,white_neutral_faces/CFD-WM-041-021-N.jpg,I don't like when it sleets.,356,6
jitter,,,358,2
show_statement,white_neutral_faces/CFD-WF-200-099-N.jpg,I enjoy the sight of a clear blue sky.,364,6
jitter,,,366,2
show_grid,white_neutral_faces/CFD-WF-200-099-N.jpg,I enjoy the sight of a clear blue sky.,372,6
jitter,,,373,1
show_statement,white_neutral_faces/CFD-WM-207-048-N.jpg,I hate the sound of thunder and lightning.,379,6
jitter,,,383,4
show_grid,white_neutral_faces/CFD-WM-207-048-N.jpg,I hate the sound of thunder and lightning.,389,6
jitter,,,391,2
show_statement,white_neutral_faces/CFD-WM-010-001-N.jpg,I don't like the feeling of sand in my shoes.,397,6
jitter,,,398,1
show_grid,white_neutral_faces/CFD-WM-010-001-N.jpg,I don't like the feeling of sand in my shoes.,404,6
jitter,,,408,4
