event_type,face,statement,end_time,duration
jitter,,,311,4
show_statement,white_neutral_faces/CFD-WF-228-196-N.jpg,I love the feeling of the sun on my skin.,317,6
jitter,,,318,1
show_grid,white_neutral_faces/CFD-WF-228-196-N.jpg,I love the feeling of the sun on my skin.,324,6
jitter,,,325,1
show_statement,white_neutral_faces/CFD-WM-041-021-N.jpg,I hate the sound of thunder and lightning.,331,6
jitter,,,333,2
show_grid,white_neutral_faces/CFD-WM-041-021-N.jpg,I hate the sound of thunder and lightning.,339,6
jitter,,,342,3
show_statement,white_neutral_faces/CFD-WM-014-002-N.jpg,I love the smell of the ocean.,348,6
jitter,,,351,3
show_grid,white_neutral_faces/CFD-WM-014-002-N.jpg,I love the smell of the ocean.,357,6
jitter,,,361,4
show_statement,white_neutral_faces/CFD-WF-200-099-N.jpg,I like it when it's cloudy on a hot day.,367,6
jitter,,,369,2
show_grid,white_neutral_faces/CFD-WF-200-099-N.jpg,I like it when it's cloudy on a hot day.,375,6
jitter,,,378,3
show_statement,white_neutral_faces/CFD-WM-207-048-N.jpg,I like a warm spring morning.,384,6
jitter,,,385,1
show_grid,white_neutral_faces/CFD-WM-207-048-N.jpg,I like a warm spring morning.,391,6
jitter,,,394,3
show_statement,white_neutral_faces/CFD-WM-010-001-N.jpg,I enjoy the sight of a clear blue sky.,400,6
jitter,,,401,1
show_grid,white_neutral_faces/CFD-WM-010-001-N.jpg,I enjoy the sight of a clear blue sky.,407,6
jitter,,,408,1
